ticker,company_name,country,ipo_year,market_cap,subsector
RVT,"Royce Value Trust, Inc.",United States,1986.0,1380000000.0,
RES,"RPC, Inc.",United States,,3220000000.0,Oilfield Services/Equipment
RPM,RPM International Inc.,United States,,8490000000.0,Paints/Coatings
RTIX,"RTI Surgical, Inc.",United States,2000.0,294940000.0,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",United States,2007.0,22820000.0,Semiconductors
RUBY,"Rubius Therapeutics, Inc.",United States,2018.0,1730000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
RTEC,"Rudolph Technologies, Inc.",United States,1999.0,884210000.0,Industrial Machinery/Components
RMBL,"RumbleOn, Inc.",United States,,94000000.0,EDP Services
RUSHA,"Rush Enterprises, Inc.",United States,,1640000000.0,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",United States,,1700000000.0,Automotive Aftermarket
RUTH,"Ruth's Hospitality Group, Inc.",United States,2005.0,949840000.0,Restaurants
RXII,RXi Pharmaceuticals Corporation,United States,,6720000.0,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,United States,,,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,Ireland,1997.0,22490000000.0,Air Freight/Delivery Services
RYB,"RYB Education, Inc.",,2017.0,624010000.0,Other Consumer Services
R,"Ryder System, Inc.",United States,,4110000000.0000005,Rental/Leasing Companies
RYI,Ryerson Holding Corporation,United States,2014.0,387880000.0,Metal Fabrications
RHP,"Ryman Hospitality Properties, Inc.",United States,,4280000000.0000005,Real Estate Investment Trusts
SPGI,S&P Global Inc.,United States,,51070000000.0,Finance: Consumer Services
STBA,"S&T Bancorp, Inc.",United States,,1570000000.0,Major Banks
SANW,S&W Seed Company,United States,,,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,United States,2016.0,317120000.0,Business Services
SCACU,Saban Capital Acquisition Corp.,United States,2016.0,,Business Services
SCACW,Saban Capital Acquisition Corp.,United States,2016.0,,Business Services
SBR,Sabine Royalty Trust,United States,,674290000.0,Oil & Gas Production
SBRA,"Sabra Health Care REIT, Inc.",United States,,4080000000.0,Real Estate Investment Trusts
SABR,Sabre Corporation,United States,2014.0,6840000000.0,"Computer Software: Programming, Data Processing"
SACH,Sachem Capital Corp.,United States,2017.0,65050000.0,Real Estate Investment Trusts
SAEX,"SAExploration Holdings, Inc.",United States,,7920000.0,Oil & Gas Production
SB,"Safe Bulkers, Inc",Monaco,2008.0,308730000.0,Marine Transportation
SB^C,"Safe Bulkers, Inc",Monaco,,,
SB^D,"Safe Bulkers, Inc",Monaco,,,
SFE,"Safeguard Scientifics, Inc.",United States,,208560000.0,Finance/Investors Services
SAFT,"Safety Insurance Group, Inc.",United States,2002.0,1460000000.0,Property-Casualty Insurers
SAFE,"Safety, Income & Growth Inc.",United States,2017.0,313010000.0,Real Estate
SGA,"Saga Communications, Inc.",United States,,218940000.0,Broadcasting
SAGE,"Sage Therapeutics, Inc.",United States,2014.0,6990000000.0,Major Pharmaceuticals
SAIA,"Saia, Inc.",United States,,1950000000.0,Trucking Freight/Courier Services
SAIL,"SailPoint Technologies Holdings, Inc.",United States,2017.0,2520000000.0,Computer Software: Prepackaged Software
SALM,"Salem Media Group, Inc.",United States,1999.0,100780000.0,Broadcasting
CRM,Salesforce.com Inc,United States,2004.0,108890000000.0,Computer Software: Prepackaged Software
SMM,Salient Midstream & MLP Fund,United States,2012.0,188210000.0,
SAL,"Salisbury Bancorp, Inc.",United States,,118430000.0,Savings Institutions
SBH,"Sally Beauty Holdings, Inc.",United States,,1720000000.0,Other Specialty Stores
SJT,San Juan Basin Royalty Trust,United States,,274530000.0,Oil & Gas Production
SN,Sanchez Energy Corporation,United States,2011.0,240190000.0,Oil & Gas Production
SNMP,Sanchez Midstream Partners LP,United States,,158410000.0,Oil & Gas Production
SAFM,"Sanderson Farms, Inc.",United States,1987.0,2300000000.0,Meat/Poultry/Fish
SD,"SandRidge Energy, Inc.",,2016.0,569300000.0,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,United States,2011.0,42000000.0,Oil & Gas Production
SDR,SandRidge Mississippian Trust II,,2012.0,73100000.0,Oil & Gas Production
PER,SandRidge Permian Trust,United States,2011.0,131250000.0,Oil & Gas Production
SAND,Sandstorm Gold Ltd,Canada,,737340000.0,Precious Metals
SASR,"Sandy Spring Bancorp, Inc.",United States,,1400000000.0,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",United States,2000.0,1650000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,United States,1993.0,2080000000.0,Electrical Products
GCVRZ,Sanofi,France,,,Major Pharmaceuticals
SNY,Sanofi,France,,102290000000.0,Major Pharmaceuticals
SC,Santander Consumer USA Holdings Inc.,,2014.0,7470000000.0,Finance: Consumer Services
SAP,SAP SE,Germany,,136250000000.0,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V.,Curacao,1992.0,546080000.0,Computer Software: Prepackaged Software
SAB,Saratoga Investment Corp,United States,2016.0,,
SAR,Saratoga Investment Corp,United States,,150980000.0,
SRPT,"Sarepta Therapeutics, Inc.",United States,,8180000000.0,Major Pharmaceuticals
SSL,Sasol Ltd.,South Africa,,23280000000.0,Oil & Gas Production
BFS,"Saul Centers, Inc.",United States,1993.0,1260000000.0,Real Estate Investment Trusts
BFS^C,"Saul Centers, Inc.",United States,,,
BFS^D,"Saul Centers, Inc.",United States,,,
SVRA,"Savara, Inc.",United States,,323510000.0,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",United States,,130949999.99999999,Major Banks
SBFGP,"SB Financial Group, Inc.",United States,,,Major Banks
SBBX,SB One Bancorp,United States,,222430000.0,Major Banks
SBAC,SBA Communications Corporation,United States,1999.0,17830000000.0,Real Estate Investment Trusts
SCG,Scana Corporation,United States,,5310000000.0,Power Generation
SCSC,"ScanSource, Inc.",United States,,1040000000.0,Retail: Computer Software & Peripheral Equipment
SLB,Schlumberger N.V.,France,,89690000000.0,Oilfield Services/Equipment
SMIT,"Schmitt Industries, Inc.",United States,,10590000.0,Industrial Machinery/Components
SNDR,"Schneider National, Inc.",United States,2017.0,4750000000.0,Trucking Freight/Courier Services
SCHN,"Schnitzer Steel Industries, Inc.",United States,1993.0,761310000.0,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,United States,2018.0,339720000.0,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,United States,1992.0,1370000000.0,Books
SWM,"Schweitzer-Mauduit International, Inc.",United States,,1240000000.0,Paper
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,,3710000000.0,EDP Services
SGMS,Scientific Games Corp,United States,,2840000000.0,EDP Services
SALT,Scorpio Bulkers Inc.,Monaco,2013.0,508930000.0,Marine Transportation
SLTB,Scorpio Bulkers Inc.,Monaco,2014.0,,Marine Transportation
SBBC,Scorpio Tankers Inc.,Monaco,2017.0,,Marine Transportation
SBNA,Scorpio Tankers Inc.,Monaco,2014.0,,Marine Transportation
STNG,Scorpio Tankers Inc.,Monaco,2010.0,703060000.0,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),United States,1992.0,4080000000.0,Agricultural Chemicals
SCPH,scPharmaceuticals Inc.,United States,2017.0,78340000.0,Major Pharmaceuticals
KMM,Scudder Multi-Market Income Trust,United States,,200490000.0,
KTF,Scudder Municiple Income Trust,United States,1988.0,432440000.0,
KST,Scudder Strategic Income Trust,United States,1994.0,54490000.0,
KSM,Scudder Strategic Municiple Income Trust,United States,1989.0,121290000.0,
SCYX,"SCYNEXIS, Inc.",United States,2014.0,62300000.0,Major Pharmaceuticals
SE,Sea Limited,United States,2017.0,4670000000.0,Other Consumer Services
SEB,Seaboard Corporation,United States,1996.0,4300000000.0,Investment Bankers/Brokers/Service
SA,"Seabridge Gold, Inc.",Canada,,760610000.0,Precious Metals
SEAC,"SeaChange International, Inc.",United States,1996.0,105080000.0,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,United States,,1420000000.0,Major Banks
CKH,"SEACOR Holdings, Inc.",United States,,942350000.0,Marine Transportation
SMHI,SEACOR Marine Holdings Inc.,,2017.0,423630000.0,Marine Transportation
SDRL,Seadrill Limited,Bermuda,2018.0,1850000000.0,Oil & Gas Production
SDLP,Seadrill Partners LLC,United Kingdom,2012.0,335150000.0,Oil & Gas Production
STX,Seagate Technology PLC,Ireland,2002.0,15280000000.0,Electronic Components
SEE,Sealed Air Corporation,United States,,6430000000.0,Major Chemicals
SHIP,Seanergy Maritime Holdings Corp,Greece,,35940000.0,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,Greece,,,Marine Transportation
SHLD,Sears Holdings Corporation,United States,,198210000.0,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,United States,,,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",United States,,55620000.0,Department/Specialty Retail Stores
SSW,Seaspan Corporation,Hong Kong,2005.0,1180000000.0,Marine Transportation
SSW^D,Seaspan Corporation,Hong Kong,,,
SSW^E,Seaspan Corporation,Hong Kong,,,
SSW^G,Seaspan Corporation,Hong Kong,,,
SSW^H,Seaspan Corporation,Hong Kong,,,
SSWA,Seaspan Corporation,Hong Kong,2017.0,,Marine Transportation
SSWN,Seaspan Corporation,Hong Kong,2014.0,,Marine Transportation
SPNE,SeaSpine Holdings Corporation,United States,,200310000.0,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",United States,2001.0,11850000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
SEAS,"SeaWorld Entertainment, Inc.",United States,2013.0,2270000000.0,Services-Misc. Amusement & Recreation
EYES,"Second Sight Medical Products, Inc.",United States,2014.0,103280000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",United States,,,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,China,2017.0,693680000.0,Other Specialty Stores
SCWX,SecureWorks Corp.,United States,2016.0,1060000000.0,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,United States,,89120000.0,Finance: Consumer Services
SEIC,SEI Investments Company,United States,1981.0,9530000000.0,Investment Bankers/Brokers/Service
JBN,Select Asset Inc.,United States,,,Finance: Consumer Services
JBR,Select Asset Inc.,United States,,,Finance: Consumer Services
SLCT,"Select Bancorp, Inc.",United States,,181490000.0,Major Banks
WTTR,"Select Energy Services, Inc.",United States,2017.0,1400000000.0,Oilfield Services/Equipment
SIR,Select Income REIT,United States,,1870000000.0,Real Estate Investment Trusts
SEM,Select Medical Holdings Corporation,United States,2009.0,2630000000.0,Hospital/Nursing Management
SELB,"Selecta Biosciences, Inc.",United States,2016.0,290770000.0,Major Pharmaceuticals
SGZA,"Selective Insurance Group, Inc.",United States,,,Property-Casualty Insurers
SIGI,"Selective Insurance Group, Inc.",United States,,3660000000.0,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc.",United States,,14580000.0,Major Pharmaceuticals
SEMG,Semgroup Corporation,United States,,1960000000.0,Oilfield Services/Equipment
SMI,Semiconductor  Manufacturing International Corporation,China,2004.0,5700000000.0,Semiconductors
LEDS,SemiLEDS Corporation,Taiwan,2010.0,13630000.0,Semiconductors
SRE,Sempra Energy,United States,,31060000000.0,Natural Gas Distribution
SRE^A,Sempra Energy,United States,,,Natural Gas Distribution
SRE^B,Sempra Energy,United States,,,
SMTC,Semtech Corporation,United States,,3230000000.0,Semiconductors
SEND,"SendGrid, Inc.",,2017.0,1430000000.0,Computer Software: Prepackaged Software
SENEA,Seneca Foods Corp.,United States,,290390000.0,Packaged Foods
SENEB,Seneca Foods Corp.,United States,,273330000.0,Packaged Foods
SNES,"SenesTech, Inc.",United States,2016.0,17000000.0,Agricultural Chemicals
SNH,Senior Housing Properties Trust,United States,,4400000000.0,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,United States,,,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,United States,,,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,China,2018.0,114390000.0,Finance: Consumer Services
SNMX,"Senomyx, Inc.",United States,2004.0,48790000.0,Biotechnology: Commercial Physical & Biological Resarch
ST,Sensata Technologies Holding plc,Netherlands,2010.0,9240000000.0,Industrial Machinery/Components
SENS,"Senseonics Holdings, Inc.",United States,,677390000.0,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,United States,,2910000000.0,Major Chemicals
SRTS,"Sensus Healthcare, Inc.",United States,2016.0,95930000.0,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",United States,2016.0,,Medical/Dental Instruments
STNL,Sentinel Energy Services Inc.,United States,2017.0,99600000.0,Business Services
STNLU,Sentinel Energy Services Inc.,United States,2017.0,,Business Services
STNLW,Sentinel Energy Services Inc.,United States,2017.0,,Business Services
SQNS,Sequans Communications S.A.,France,2011.0,170020000.0,Semiconductors
SQBG,"Sequential Brands Group, Inc.",United States,,131600000.0,Apparel
MCRB,"Seres Therapeutics, Inc.",United States,2015.0,330100000.0,Major Pharmaceuticals
SRG,Seritage Growth Properties,United States,2015.0,2780000000.0,Real Estate
SRG^A,Seritage Growth Properties,United States,,,
SCI,Service Corporation International,United States,,7560000000.0,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",,2014.0,8180000000.0,Other Consumer Services
NOW,"ServiceNow, Inc.",United States,2012.0,32590000000.000004,Computer Software: Prepackaged Software
SREV,"ServiceSource International, Inc.",United States,2011.0,272000000.0,Business Services
SFBS,"ServisFirst Bancshares, Inc.",United States,2014.0,2270000000.0,Major Banks
SVT,"Servotronics, Inc.",United States,,26370000.0,Industrial Machinery/Components
SESN,"Sesen Bio, Inc.",United States,2014.0,139760000.0,Major Pharmaceuticals
SSC,"Seven Stars Cloud Group, Inc.",United States,,146930000.0,Television Services
SVBI,Severn Bancorp Inc,United States,,110640000.0,Major Banks
SGBX,"SG Blocks, Inc.",United States,2017.0,19470000.0,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",China,2010.0,25090000.0,Radio And Television Broadcasting And Communications Equipment
SHAK,"Shake Shack, Inc.",United States,2015.0,2170000000.0,Restaurants
SEII,Sharing Economy International Inc.,China,,15400000.0,Industrial Machinery/Components
SMED,Sharps Compliance Corp.,United States,,51300000.0,Environmental Services
SHSP,"SharpSpring, Inc.",United States,,106510000.0,Computer Software: Prepackaged Software
SJR,Shaw Communications Inc.,Canada,,9940000000.0,Television Services
SHLX,"Shell Midstream Partners, L.P.",United States,2014.0,5090000000.0,Natural Gas Distribution
SHEN,Shenandoah Telecommunications Co,United States,,1820000000.0,Telecommunications Equipment
SHW,Sherwin-Williams Company (The),United States,,40750000000.0,RETAIL: Building Materials
PIXY,"ShiftPixy, Inc.",United States,2017.0,87630000.0,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",United States,1993.0,196640000.0,Industrial Specialties
TYHT,"Shineco, Inc.",China,2016.0,25060000.0,Farming/Seeds/Milling
SHG,Shinhan Financial Group Co Ltd,South Korea,,17910000000.0,Major Banks
SFL,Ship Finance International Limited,Bermuda,,1810000000.0,Marine Transportation
SHPG,Shire plc,Ireland,,51550000000.0,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",United States,1993.0,536799999.99999994,Clothing/Shoe/Accessory Stores
SHOP,Shopify Inc.,Canada,2015.0,13520000000.0,Computer Software: Prepackaged Software
SHBI,Shore Bancshares Inc,United States,,239520000.0,Major Banks
SSTI,"ShotSpotter, Inc.",United States,2017.0,433620000.0,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",United States,2006.0,2490000000.0,Other Consumer Services
SSTK,"Shutterstock, Inc.",United States,2012.0,1790000000.0,EDP Services
SIFI,"SI Financial Group, Inc.",United States,,168410000.0,Savings Institutions
SBGL,Sibanye Gold Limited,South Africa,,1300000000.0,Precious Metals
SIEB,Siebert Financial Corp.,United States,,366080000.0,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",United States,2017.0,313470000.0,Major Pharmaceuticals
SIEN,"Sientra, Inc.",United States,2014.0,590450000.0,Industrial Specialties
BSRR,Sierra Bancorp,United States,,449810000.0,Major Banks
SMTS,Sierra Metals Inc.,,,410200000.0,Precious Metals
SRRA,"Sierra Oncology, Inc.",Canada,2015.0,144910000.0,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",Canada,,700240000.0,Radio And Television Broadcasting And Communications Equipment
SIF,"SIFCO Industries, Inc.",United States,,29740000.0,Aerospace
SIFY,Sify Technologies Limited,India,,325210000.0,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,United States,,642690000.0,Major Pharmaceuticals
SIGM,"Sigma Designs, Inc.",United States,1986.0,247940000.0,Semiconductors
SGLB,"Sigma Labs, Inc.",United States,,7590000.0,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",United States,,,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",United States,1994.0,29990000.0,Electrical Products
SBNY,Signature Bank,United States,2004.0,6320000000.0,Major Banks
SBNYW,Signature Bank,United States,,,Major Banks
SIG,Signet Jewelers Limited,Bermuda,,3710000000.0,Consumer Specialties
SLGN,Silgan Holdings Inc.,United States,1997.0,2990000000.0,Containers/Packaging
SILC,Silicom Ltd,Israel,,289980000.0,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",United States,2000.0,4139999999.9999995,Semiconductors
SIMO,Silicon Motion Technology Corporation,Taiwan,2005.0,2109999999.9999998,Semiconductors
SBOW,"SilverBow Resorces, Inc.",,,355290000.0,Oil & Gas Production
SVM,Silvercorp Metals Inc.,,,442680000.0,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,United States,2013.0,215840000.0,Investment Managers
SSNT,"SilverSun Technologies, Inc.",United States,,16430000.0,Business Services
SFNC,Simmons First National Corporation,United States,,2830000000.0,Major Banks
